title,authors,average_rating,num_pages,ratings_count,text_reviews_count,publisher,publication_year,editions_by_work,work_ratings_count,author_ratings_count,publisher_ratings_count,cross_publisher_author_ratings_count,is_series,engagement,subjects_d1,subjects_d2,people_d1,people_d2,places_d1,places_d2,times_d1,times_d2,lang_en-GB,lang_en-US,lang_eng,lang_fre,lang_ger,lang_others,lang_spa
Ghost Ship: A Cape Cod Story,Mary Higgins Clark,3.73,32,353,38,Simon  Schuster/Paula Wiseman Books,2007.0,1.0,353.0,163634,6366,353,0,0.10764872521246459,-0.9745401,-3.0064888,0.0,0.0,5.5972495,6.1634536,0.0,0.0,0,0,1,0,0,0,0
Charlotte's Web,E.B. White,4.17,184,1300470,14739,HarperCollins Publishers,2001.0,8.0,1301428.0,1371416,2101871,1300470,0,0.011333594777272832,-1.4620799,-2.0404751,-22.99507,14.47513,-18.405746,7.357021,0.0,0.0,0,0,1,0,0,0,0
The Book of Lost Tales  Part Two (The History of Middle-earth  #2),J.R.R. Tolkien,3.86,385,203,12,HarperCollins Publishers,2002.0,1.0,203.0,5601792,2101871,14842,1,0.059113300492610835,-9.076626,-8.33699,0.0,0.0,-17.163378,6.0554314,-22.030968,25.90806,0,0,1,0,0,0,0
River Out of Eden: A Darwinian View of Life,Richard Dawkins,3.98,172,5891,192,HarperCollins Publishers,1996.0,1.0,5891.0,233692,2101871,5891,0,0.03259208962824648,-8.757978,-5.539206,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Secrets of the Scorpion,Jed Carleton,3.68,96,44,0,Alderac Entertainment Group (AEG),2003.0,1.0,44.0,44,213,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Thus Spake the Corpse: An Exquisite Corpse Reader 1988-98 Vol 1 Poetry & Essays,Andrei Codrescu,3.83,417,18,1,Black Sparrow Press,1999.0,1.0,18.0,18,12376,18,0,0.05555555555555555,-4.362944,-2.3953183,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
You Get So Alone at Times That it Just Makes Sense,Charles Bukowski,4.24,320,12358,533,Black Sparrow Press,1986.0,1.0,12358.0,152266,12376,12358,0,0.043129956303608996,-7.111292,0.48120758,0.0,0.0,0.0,0.0,2.8286772,-9.001529,0,0,1,0,0,0,0
Thus Spoke Zarathustra,Friedrich Nietzsche,4.06,128,911,40,Nonsuch Publishing,2006.0,1.0,911.0,80803,911,911,0,0.043907793633369926,-8.851986,-4.186167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
His Dark Materials Trilogy (Northern Lights; The Subtle Knife; The Amber Spyglass),Philip Pullman,4.26,1016,341,22,Hippo/Scholastic,2001.0,2.0,1177.0,250352,341,341,0,0.06451612903225806,-0.4304284,-2.228027,0.0,0.0,1.9202688,13.4589205,0.0,0.0,0,0,1,0,0,0,0
The Apple that Astonished Paris,Billy Collins,4.2,61,542,43,University of Arkansas Press,1999.0,1.0,542.0,16829,789,542,0,0.07933579335793357,-7.08515,0.38972843,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Keeping Faith: Memoirs of a President,Jimmy Carter,3.83,640,247,13,University of Arkansas Press,1995.0,1.0,247.0,9221,789,247,0,0.05263157894736842,-6.705899,-5.490784,-23.022673,15.724206,-0.6221376,3.0398686,-22.257856,26.101738,0,1,0,0,0,0,0
Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce,4.27,12,74,20,Listening Library (Audio),2005.0,2.0,43164.0,578422,51668,74,1,0.2702702702702703,-0.6957117,-2.6677473,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Artemis Fowl (Artemis Fowl  #1),Eoin Colfer,3.84,6,55,14,Listening Library (Audio),2004.0,4.0,1386.0,43111,51668,55,1,0.2545454545454545,-0.8134301,-2.3669965,-22.218575,15.970895,12.147963,23.591524,1.2932153,6.4625196,0,0,1,0,0,0,0
The Subtle Knife (His Dark Materials  #2),Philip Pullman,4.13,8,39,8,Listening Library (Audio),2000.0,3.0,5466.0,250352,51668,39,1,0.20512820512820512,-0.45992178,-2.2480354,-22.959599,13.16702,1.717003,13.150727,-9.458589,22.627314,0,0,1,0,0,0,0
See How She Dies,Lisa Jackson,3.9,510,2949,146,Zebra Books,2004.0,1.0,2949.0,2949,2949,2949,0,0.049508307900983387,-2.9636104,-6.47116,0.0,0.0,-11.130687,10.884687,0.0,0.0,0,0,1,0,0,0,0
No Idle Hands: The Social History of American Knitting,Anne Macdonald,4.02,512,456,61,Ballantine,1990.0,1.0,456.0,456,1089,456,0,0.1337719298245614,-6.583104,-4.459262,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Return of the Straight Dope,Cecil Adams,4.22,448,220,11,Ballantine,1999.0,1.0,220.0,816,1089,220,0,0.05,-10.096917,-8.614278,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Once A Warrior King: Memories of an Officer in Vietnam,David Donovan,4.27,352,413,24,Ballantine,1986.0,1.0,413.0,413,1089,413,0,0.05811138014527845,-5.1520414,-6.6197653,-22.82028,16.04326,-24.881353,6.801236,0.0,0.0,0,1,0,0,0,0,0
How to be Idle,Tom Hodgkinson,3.81,289,103,14,HarperCollins,2005.0,1.0,103.0,103,2848994,103,0,0.13592233009708737,-8.601346,-6.227531,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Candide,Voltaire,3.77,240,217,15,Larousse Kingfisher Chambers,2007.0,5.0,3065.0,7941,217,217,0,0.06912442396313365,-4.9012966,-4.0455637,-5.968131,14.107172,-0.7160948,-3.8907835,20.162205,0.7730356,0,0,0,1,0,0,0
Rob Roy MacGregor,Nigel Tranter,3.93,192,100,3,Neil Wilson Publishing,2012.0,1.0,100.0,100,100,100,0,0.03,-6.5354185,-4.5302525,-22.873056,16.573362,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Rob Roy,Walter Scott,3.7,537,4,0,Adamant Media Corporation,2000.0,2.0,30.0,74222,4,4,0,0.0,-3.7576697,-5.5414534,-19.078236,17.645327,-10.780826,-13.677579,-22.500961,26.747015,0,0,1,0,0,0,0
Exploring the Northern Tradition: A Guide to the Gods  Lore  Rites  and Celebrations From the Norse  German  and Anglo-Saxon Traditions,Galina Krasskova,3.83,224,443,29,New Page Books,2005.0,1.0,443.0,443,443,443,0,0.0654627539503386,-9.360021,-4.3826895,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Ultimate Guide to Anal Sex for Women,Tristan Taormino,4.11,180,382,26,Cleis Press,2006.0,1.0,382.0,454,1714,454,0,0.06806282722513089,-8.558982,-5.249045,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Tristan Taormino's True Lust,Tristan Taormino,3.97,200,72,6,Cleis Press,2002.0,1.0,72.0,454,1714,454,0,0.08333333333333333,-8.514339,-4.9724603,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Black Like Us: A Century of Lesbian  Gay  and Bisexual African American Fiction,Devon W. Carbado,4.33,600,127,16,Cleis Press,2002.0,1.0,127.0,127,1714,127,0,0.12598425196850394,-1.3535687,-4.841011,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Letters of Vita Sackville-West and Virginia Woolf,Louise DeSalvo,4.27,480,1133,37,Cleis Press,2004.0,1.0,1133.0,1133,1714,1133,0,0.03265666372462489,-6.6016054,-6.2845125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Toys Go Out: Being the Adventures of a Knowledgeable Stingray  a Toughy Little Buffalo  and Someone Called Plastic (Toys #1),Emily Jenkins,3.94,116,3983,513,Schwartz & Wade Books,2006.0,1.0,3983.0,3983,3983,3983,1,0.12879738890283707,-1.7582662,-2.9425712,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
American Writers  Supplement VIII,Jay Parini,0.0,400,0,0,Gale Cengage,2001.0,0.0,0.0,452,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
An Acceptable Time (Time Quintet  #5),Madeleine L'Engle,3.82,343,16434,639,Laurel-Leaf Books,1990.0,1.0,16434.0,43541,17271,16434,1,0.03888280394304491,-0.75307965,-2.4924283,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Touching Darkness (Midnighters  #2),Scott Westerfeld,3.89,439,17135,675,HarperTeen,2006.0,1.0,17135.0,921804,65306,17135,1,0.03939305515027721,0.9563901,-3.2442188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Pretties (Uglies  #2),Scott Westerfeld,3.85,370,211060,8890,Simon & Schuster Simon Pulse,2005.0,1.0,211060.0,921804,211060,211060,1,0.04212072396474936,-2.4870842,-3.194938,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Butterfly Tattoo,Philip Pullman,3.19,186,1048,83,Young Picador,2005.0,1.0,1048.0,250352,1048,1048,0,0.07919847328244274,-1.6739407,-2.960665,0.0,0.0,2.0178244,13.598884,0.0,0.0,0,0,1,0,0,0,0
The Castle of Llyr (The Chronicles of Prydain  #3),Lloyd Alexander,4.08,174,30401,723,Square Fish,2006.0,1.0,30401.0,242760,235136,235136,1,0.023782112430512155,-0.82259583,-2.0140843,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Book of Three (The Chronicles of Prydain  #1),Lloyd Alexander,3.99,190,64278,2525,Square Fish,2006.0,1.0,64278.0,242760,235136,235136,1,0.03928249167677899,-0.8371658,-2.011788,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
The High King (The Chronicles of Prydain  #5),Lloyd Alexander,4.25,253,48088,954,Square Fish,2006.0,1.0,48088.0,242760,235136,235136,1,0.019838629179836965,-0.8328134,-2.0759974,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Taran Wanderer (The Chronicles of Prydain  #4),Lloyd Alexander,4.14,222,34770,840,Square Fish,2006.0,1.0,34770.0,242760,235136,235136,1,0.024158757549611734,-0.81358635,-2.007735,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Black Cauldron (The Chronicles of Prydain  #2),Lloyd Alexander,4.13,182,53962,1200,Square Fish,2006.0,1.0,53962.0,242760,235136,235136,1,0.02223787109447389,-0.8986139,-2.061872,-23.937016,16.195978,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Foundling and Other Tales of Prydain,Lloyd Alexander,3.93,98,3637,157,Square Fish,2006.0,1.0,3637.0,242760,235136,235136,0,0.043167445697003023,-0.7299513,-2.0225244,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Westmark (Westmark  #1),Lloyd Alexander,3.92,184,4222,180,Firebird Books,2002.0,1.0,4222.0,242760,6964,6964,1,0.04263382283278067,-0.44279414,-2.4033937,-17.06322,15.711339,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Kestrel (Westmark  #2),Lloyd Alexander,3.98,244,2742,104,Firebird Books,2002.0,1.0,2742.0,242760,6964,6964,1,0.03792851932895697,0.22424124,-2.7276611,-17.046015,15.697139,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Prydain Companion: A Reference Guide to Lloyd Alexander's Prydain Chronicles,Michael O. Tunnell,4.22,281,83,4,Henry Holt & Company,2003.0,1.0,83.0,83,14788,83,0,0.04819277108433735,-0.8693568,-2.1672919,-23.965935,16.393547,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Voyage of the Turtle: In Pursuit of the Earth's Last Dinosaur,Carl Safina,4.24,383,644,78,Henry Holt & Company,2006.0,1.0,644.0,644,14788,644,0,0.12111801242236025,-10.877133,-9.160724,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Zorro,Isabel Allende,3.76,677,16324,1145,HarperLargePrint,2005.0,1.0,16324.0,200146,16324,16324,0,0.07014212202891448,-10.851238,-9.141479,-24.23609,16.030573,-2.291347,6.0891943,-19.987371,29.993114,0,0,1,0,0,0,0
The Calvin And Hobbes:  Tenth Anniversary Book,Bill Watterson,4.63,208,303,12,Time Warner Books UK,2008.0,1.0,303.0,144799,303,303,0,0.039603960396039604,-0.79810065,-0.0142635945,0.0,0.0,-24.55516,6.3453817,0.0,0.0,0,0,1,0,0,0,0
The Rosetta Codex,Richard Paul Russo,3.21,384,22,2,Ace Trade,2005.0,1.0,22.0,2214,169,22,0,0.09090909090909091,1.4113407,-3.1697853,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Fantastic Alice,Margaret Weis,3.4,291,147,14,Ace Trade,1995.0,1.0,147.0,193607,169,147,0,0.09523809523809523,0.4681332,-3.2896092,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Sot-Weed Factor,John Barth,4.09,756,5911,257,Atlantic Books (UK),2005.0,1.0,5911.0,14883,7039,5911,0,0.043478260869565216,-3.4392939,-5.113098,-24.59604,15.110511,-0.07517853,3.5964048,-11.254677,31.234226,0,0,1,0,0,0,0
Carpenter's Gothic,William Gaddis,3.77,262,1128,79,Atlantic Books (UK),2010.0,1.0,1128.0,3354,7039,1128,0,0.0700354609929078,-4.871351,-6.7320724,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
A Birthday for Frances,Russell Hoban,4.24,32,2256,71,HarperCollins,2002.0,1.0,2256.0,4093,2848994,2256,0,0.031471631205673756,-1.9156317,-1.7545635,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Miss Marple Omnibus Vol. 3 (Murder at the Vicarage / Nemesis / Sleeping Murder / At Bertram's Hotel),Agatha Christie,4.32,688,138,5,HarperCollins,1997.0,1.0,138.0,1662845,2848994,4481,0,0.036231884057971016,-3.6926482,-7.9846115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Mistaken Identity,Nayantara Sahgal,2.98,324,0,0,HarperCollins,2016.0,1.0,0.0,0,2848994,0,0,0.0,-3.9979322,-5.207545,0.0,0.0,-19.046627,5.333651,2.6644835,-9.078351,0,0,1,0,0,0,0
La conjura de los necios,John Kennedy Toole,3.89,462,70,6,Quinteto,2006.0,3.0,2171.0,2171,70,70,0,0.08571428571428572,-2.7429214,-3.3022215,-20.835293,18.13454,1.3262306,-3.6566696,0.0,0.0,0,0,0,0,0,0,1
My Wicked  Wicked Ways,Errol Flynn,4.02,438,1583,115,Aurum,2005.0,1.0,1583.0,1583,1583,1583,0,0.07264687302590019,-6.3577647,-5.904603,-20.821293,18.095207,-24.478434,6.3643656,0.0,0.0,0,0,1,0,0,0,0
The Dark Is Rising Sequence,Susan Cooper,4.28,786,266,16,Puffin Books (Penguin Books),1984.0,1.0,266.0,33909,266,266,0,0.06015037593984962,-0.913814,-2.4929266,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Lincoln's Dreams,Connie Willis,3.52,245,3542,303,Bantam Doubleday Dell Publishing Company Inc.,1992.0,1.0,3542.0,24655,3542,3542,0,0.08554488989271598,2.5406022,-4.097828,0.0,0.0,-24.331455,6.5058255,1.2659826,27.380955,0,0,1,0,0,0,0
The Map That Changed the World: William Smith and the Birth of Modern Geology,Simon Winchester,3.82,329,10452,539,Perennial,2002.0,1.0,10452.0,34152,10452,10452,0,0.05156907768848067,-7.086756,-5.670085,-20.885826,18.002995,-1.4663852,21.454397,0.0,0.0,0,0,1,0,0,0,0
Irish Traditional Cooking: Over 300 Recipes from Ireland's Heritage,Darina Allen,4.19,288,200,7,Kyle Books,2004.0,1.0,200.0,200,409,200,0,0.035,-9.11912,-6.880503,0.0,0.0,12.313523,23.610502,0.0,0.0,0,0,1,0,0,0,0
50 Great Curries of India,Camellia Panjabi,4.15,224,209,29,Kyle Books,2005.0,1.0,209.0,209,409,209,0,0.13875598086124402,-11.0283575,-9.131123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Classical Drawing Atelier: A Contemporary Guide to Traditional Studio Practice,Juliette Aristides,4.12,160,3686,24,Watson-Guptill,2006.0,1.0,3686.0,3686,3686,3686,0,0.0065111231687466084,-7.9765525,-3.2206,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Common Herbs for Natural Health,Juliette De Bairacli Levy,4.45,223,113,7,Ash Tree Publishing,1996.0,1.0,113.0,219,113,113,0,0.061946902654867256,-9.083223,-5.824579,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Bright Lights  Big City,Jay McInerney,3.77,192,68,5,Éditions de L'Olivier,1997.0,1.0,68.0,876,102,68,0,0.07352941176470588,-2.666429,-5.0721874,0.0,0.0,0.4359901,16.895807,0.0,0.0,0,0,0,1,0,0,0
Common Ground: The Water  Earth  and Air We Share,Molly Bang,3.74,40,98,29,Blue Sky Press,1997.0,1.0,98.0,98,98,98,0,0.29591836734693877,-7.665551,-4.538457,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Uncommon Grounds (Maggy Thorsen Mystery #1),Sandra Balzo,3.61,245,187,41,Five Star Trade,2005.0,1.0,187.0,187,187,187,1,0.2192513368983957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Fucked By Rock + Cd,Mark Manning,3.96,205,1,0,Creation Books,2001.0,1.0,1.0,1,102,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Divine Filth: Lost Writings (Modern Classics),Georges Bataille,3.88,160,76,2,Creation Books,2004.0,1.0,76.0,1894,102,76,0,0.02631578947368421,-1.1434646,-4.4924655,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Dirty Duck (Richard Jury  #4),Martha Grimes,3.94,320,3861,140,Onyx,2004.0,1.0,3861.0,37543,123413,13449,1,0.03626003626003626,-2.9973598,-8.563192,0.0,0.0,27.277292,12.166166,0.0,0.0,0,0,1,0,0,0,0
Jerusalem Inn (Richard Jury  #5),Martha Grimes,3.96,320,3542,154,Onyx,2004.0,1.0,3542.0,37543,123413,13449,1,0.043478260869565216,-2.9992862,-8.5756,0.0,0.0,27.37259,12.192275,0.0,0.0,0,0,1,0,0,0,0
The Anodyne Necklace (Richard Jury  #3),Martha Grimes,4.04,310,6046,174,Onyx,2004.0,1.0,6046.0,37543,123413,13449,1,0.02877935825339067,-3.0121245,-8.567294,0.0,0.0,27.474268,12.043772,0.0,0.0,0,0,1,0,0,0,0
Nightfall,Anne Stuart,3.87,416,981,106,Onyx,1995.0,1.0,981.0,21175,123413,2806,0,0.10805300713557595,-2.7046576,-6.3435135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Trial By Fire,D.W. Buffa,3.76,322,9,0,Onyx,2006.0,1.0,9.0,9,123413,9,0,0.0,-3.729278,-7.9841723,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Shadow Lover,Anne Stuart,3.81,320,1143,93,Onyx,1999.0,1.0,1143.0,21175,123413,2806,0,0.08136482939632546,-1.6048758,-5.779405,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Ritual Sins,Anne Stuart,3.68,396,682,67,Onyx,1997.0,1.0,682.0,21175,123413,2806,0,0.09824046920821114,-0.2657302,-6.644344,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Death Shift: The True Story of Nurse Genene and the Texas Baby Murders,Peter Elkind,3.78,400,118,11,Onyx,1990.0,1.0,118.0,118,123413,118,0,0.09322033898305085,-7.9483767,-5.7365117,-23.79472,15.872101,10.615063,-16.880117,0.0,0.0,0,0,1,0,0,0,0
Lover Revealed (Black Dagger Brotherhood  #4),J.R. Ward,4.3,480,106469,3691,Onyx,2007.0,1.0,106469.0,666234,123413,106469,1,0.03466736796626248,0.38347432,-4.7222624,-21.614437,15.629975,0.33439556,16.771488,-4.346459,7.392054,0,0,1,0,0,0,0
A Garden Of Vipers (Carson Ryder  #3),Jack Kerley,3.96,400,562,37,Onyx,2007.0,1.0,562.0,1650,123413,562,1,0.06583629893238434,-2.7989607,-7.5792284,0.0,0.0,3.1929114,-0.06130092,0.0,0.0,0,1,0,0,0,0,0
Blankets,Craig Thompson,4.05,592,86159,5727,Top Shelf Productions,2003.0,1.0,86159.0,97812,90574,90574,0,0.06647013080467508,-0.30855855,0.40547332,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Carnet de Voyage,Craig Thompson,3.76,224,4415,400,Top Shelf Productions,2004.0,1.0,4415.0,97812,90574,90574,0,0.09060022650056625,-0.6049303,0.1680168,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Teach Us To Outgrow Our Madness,Kenzaburō Ōe,3.86,276,44,1,Marion Boyars Publishers Ltd,2000.0,1.0,44.0,7407,200,44,0,0.022727272727272728,0.23682828,-6.973231,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Hooked: Film Writings 1985-1988,Pauline Kael,4.05,528,93,5,Marion Boyars Publishers Ltd,1990.0,1.0,93.0,466,200,93,0,0.053763440860215055,-7.4703517,-2.9209576,-22.11024,16.106092,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Silence,Shūsaku Endō,4.08,201,17485,2100,Taplinger Publishing,1999.0,1.0,17485.0,20788,17485,17485,0,0.1201029453817558,-4.4219704,-4.7929916,0.0,0.0,-17.097933,18.95715,-22.472301,26.125805,0,0,1,0,0,0,0
The Golden Country,Shūsaku Endō,3.79,128,47,4,Tuttle Publishing,2003.0,1.0,47.0,20788,2321,47,0,0.0851063829787234,-10.880654,-9.310926,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Code of the Samurai: A Modern Translation of the Bushido Shoshinshu of Taira Shigesuke,Daidōji Yūzan,4.04,128,2274,87,Tuttle Publishing,1999.0,1.0,2274.0,2274,2321,2274,0,0.03825857519788918,-8.897774,-3.3484235,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Von Helden Und Schelmen: Tall Tales and Legends for Intermediate Students of German,Kurt Reiter,4.0,88,4,2,McGraw-Hill/Glencoe,1989.0,1.0,4.0,4,4,4,0,0.5,-10.858253,-9.246704,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
Man Who Tricked a Ghost,Laurence Yep,3.83,32,39,6,Troll Communications,1997.0,1.0,39.0,2948,62,39,0,0.15384615384615385,-0.94323224,-1.655475,0.0,0.0,10.608076,-14.089079,0.0,0.0,0,0,1,0,0,0,0
You Can Never Go Home Again,Dyan Sheldon,4.23,166,23,4,Troll Communications,1995.0,1.0,23.0,483,62,23,0,0.17391304347826086,-0.961447,-3.0444174,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
The Dobe Ju/'hoansi,Richard B. Lee,3.58,272,356,25,Wadsworth Publishing Company,2002.0,1.0,356.0,356,481,356,0,0.0702247191011236,-10.922254,-9.218415,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Sociology in Our Times,Diana Kendall,3.21,742,1,0,Wadsworth Publishing Company,2006.0,1.0,1.0,1,481,1,0,0.0,-8.606376,-4.7905264,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Slaughterhouse Blues: The Meat and Poultry Industry in North America,Donald D. Stull,3.46,172,27,1,Wadsworth Publishing Company,2003.0,1.0,27.0,27,481,27,0,0.037037037037037035,-10.975089,-9.154998,0.0,0.0,-0.28311393,4.420716,0.0,0.0,0,1,0,0,0,0,0
Philosophy of Religion: An Anthology,Louis P. Pojman,3.94,582,97,7,Wadsworth Publishing Company,2002.0,1.0,97.0,97,481,97,0,0.07216494845360824,-9.268198,-4.332382,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0
Get Out of Your Mind and Into Your Life: The New Acceptance and Commitment Therapy,Steven C. Hayes,4.05,224,1506,86,New Harbinger Publications,2005.0,1.0,1506.0,1506,1506,1506,0,0.057104913678618856,-10.898061,-9.24454,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
Disparitions,Natsuo Kirino,3.81,453,104,9,Bertrand,2002.0,0.0,0.0,18781,104,104,0,0.08653846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0
Die Umarmung des Todes,Natsuo Kirino,3.92,607,6,2,Goldmann,2003.0,1.0,6.0,18781,108,6,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
Schöne Lügen,Rachel Ryan,3.6,255,13,1,Goldmann,2001.0,1.0,13.0,3840,108,13,0,0.07692307692307693,-1.1682365,-5.5788875,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
Kopfüber ins Glück,Anna Maxted,3.54,512,0,0,Goldmann,2003.0,1.0,0.0,8573,108,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
Der Sohn von Shannara,Terry Brooks,4.16,224,5,0,Goldmann,2000.0,1.0,5.0,133035,108,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
Die Tagebücher einer Nanny,Emma McLaughlin,3.42,344,38,2,Goldmann,2003.0,1.0,38.0,5486,108,38,0,0.05263157894736842,-10.820644,-9.168928,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
Das Zauberer-Handbuch - Die Magische Welt der Joanne K. Rowling von A bis Z,Allan Zola Kronzek,4.04,304,39,1,Goldmann,2001.0,1.0,39.0,39,108,39,0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
Die Flucht der Waisen (Die Orphan-Saga  #5),V.C. Andrews,3.77,349,2,0,Goldmann,2002.0,1.0,2.0,31225,108,7,1,0.0,-1.9703964,-3.5945787,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0
Dornen des Glücks (Das Erbe von Foxworth Hall  #3),V.C. Andrews,3.77,412,5,0,Goldmann,2002.0,1.0,5.0,31225,108,7,1,0.0,-0.34649262,-4.4893637,-17.813684,15.001887,0.0,0.0,-16.031487,27.20645,0,0,0,0,1,0,0
Una Vida Con Proposito Volumen 6,Rick Warren,4.35,56,26,3,Vida,2005.0,1.0,26.0,52,26,26,0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
Delwau Duon: Peintiadau Nicholas Evans = Symphonies in Black: The Paintings of Nicholas Evans,Nicholas    Evans,5.0,150,1,0,Y Lolfa,1987.0,1.0,1.0,1,1,1,0,0.0,-7.7016115,-4.179184,-22.184797,16.483732,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
Psychonavigation: Techniques for Travel Beyond Time,John Perkins,4.1,144,65,3,Destiny Books,1999.0,1.0,65.0,82,65,65,0,0.046153846153846156,-9.369455,-5.959823,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
The Stress-free Habit: Powerful Techniques for Health & Longevity from the Andes  Yucatan & the Far East,John Perkins,3.84,104,17,1,Healing Arts Press,1989.0,1.0,17.0,82,69,17,0,0.058823529411764705,-10.958045,-9.123883,0.0,0.0,-18.27329,7.618665,0.0,0.0,0,1,0,0,0,0,0
Walking the World in Wonder: A Children's Herbal,Ellen Evert Hopman,4.29,160,52,4,Healing Arts Press,2000.0,1.0,52.0,52,69,52,0,0.07692307692307693,-8.037142,-4.629371,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
