,bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
7790,9030,The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,0553813536,9780553813531,eng,496,1278,207,2004-04-01,Bantam Press
7791,15820,My War Gone by  I Miss It So,Anthony Loyd,4.29,0552771333,9780552771337,en-GB,336,20,2,2000-11-07,Bantam Press
7792,44011,Shield of Thunder (Troy  #2),David Gemmell,4.36,0593052226,9780593052228,eng,480,7356,171,2006-09-01,Bantam Press
7793,9058,Charles Dickens as a Legal Historian,William Holdsworth,4.0,1886363064,9781886363069,eng,166,4,2,2010-02-01,Lawbook Exchange  Ltd.
7794,9072,The Historian,Elizabeth Kostova,3.78,1415929017,9781415929018,eng,26,354,135,2005-12-13,Books on Tape
7795,10772,Can't Wait to Get to Heaven,Fannie Flagg,3.91,1415930686,9781415930687,eng,384,326,66,2006-07-18,Books on Tape
7796,19503,Eat  Pray  Love: One Woman's Search for Everything Across Italy  India and Indonesia,Elizabeth Gilbert,3.55,1415926697,9781415926697,eng,13,112,41,2006-09-01,Books on Tape
7797,45549,Undaunted Courage,Stephen E. Ambrose,4.21,1415918090,9781415918098,eng,22,8,2,2005-03-08,Books on Tape
7798,9083,Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region,East Bay M. U. D. Staff,4.3,0975323113,9780975323113,en-US,336,47,8,2004-05-01,East Bay Municipal Utility District
7799,9100,Portrait Photographer's Handbook,Bill Hurter,3.62,1584281405,9781584281405,eng,128,16,1,2004-09-28,Amherst Media  Inc.
7800,9106,Portrait in Death (In Death  #16),J.D. Robb,4.39,0749934425,9780749934422,en-US,354,142,9,2005-12-01,Piatkus Books
7801,30399,The Switch,Sandra Brown,3.92,0749932554,9780749932558,eng,576,9295,478,2001-09-06,Piatkus Books
7802,9107,Posing for Portrait Photography: A Head-To-Toe Guide,Jeff   Smith,3.38,1584281340,9781584281344,eng,124,51,0,2004-07-01,Amherst Media  Inc.
7803,9121,The Portrait of Dorian Gray,Oscar Wilde,4.08,1842161903,9781842161906,eng,51,85,2,1999-10-10,Express Publishing
7804,9153,The Barefoot Book Of Ballet Stories,Jane Yolen,4.21,1841482641,9781841482644,eng,96,1,0,2004-09-01,Barefoot Books
7805,9171,Time for Ballet,Adèle Geras,3.72,0803729782,9780803729780,eng,32,69,13,2004-03-30,Dial
7806,10686,Pearl and Wagner: Three Secrets,Kate McMullan,3.84,0803725744,9780803725744,eng,48,60,7,2004-05-24,Dial
7807,18134,William Shakespeare’s: Twelfth Night (Shakespeare Retellings  #6),Bruce Coville,4.11,0803723180,9780803723184,eng,48,150,14,2003-03-10,Dial
7808,9203,San Francisco Ballet at Seventy-Five,Janice Ross,4.33,0811856984,9780811856980,en-US,188,6,1,2007-11-12,Chronicle Books
7809,9435,Chicago Stories: Tales of the City,John  Miller,3.6,0811839745,9780811839747,eng,224,49,9,2003-02-01,Chronicle Books
7810,14605,Edie: Girl on Fire,David Weisman,4.22,0811855260,9780811855266,eng,192,727,19,2006-11-02,Chronicle Books
7811,15826,Bird Songs: Of North America,Les Beletsky,4.48,1932855416,9781932855418,eng,368,273,30,2006-09-28,Chronicle Books
7812,19599,Vincent's Colors,Vincent van Gogh,4.16,0811850994,9780811850995,eng,48,329,49,2005-09-29,Chronicle Books
7813,21107,The Halloween Activity Book: Creepy  Crawly  Hairy  Scary Things to Do,Mymi Doinet,2.0,0811832791,9780811832793,eng,32,1,1,2002-08-01,Chronicle Books
7814,24478,i am 8-bit: Art Inspired by Classic Videogames of the '80s,Jon M. Gibson,4.11,0811853195,9780811853194,en-US,156,114,12,2006-03-30,Chronicle Books
7815,35422,The Star Wars Cookbook II: Darth Malt and More Galactic Recipes,Wesley Martin,3.86,0811828034,9780811828031,eng,60,205,15,2000-07-01,Chronicle Books
7816,35428,The Star Wars Poster Book,Stephen J. Sansweet,4.5,0811848833,9780811848831,eng,320,60,2,2005-09-29,Chronicle Books
7817,35432,Wookiee Cookies: A Star Wars Cookbook,Robin  Davis,3.93,0811821846,9780811821841,eng,132,952,57,1998-09-01,Chronicle Books
7818,35451,The Wildlife of Star Wars,Terryl Whitlatch,4.42,0811828697,9780811828697,eng,173,417,27,2001-09-01,Chronicle Books
7819,42261,Stylepedia: A Guide to Graphic Design Mannerisms  Quirks  and Conceits,Steven Heller,4.06,0811833461,9780811833462,eng,336,170,9,2006-11-09,Chronicle Books
7820,43594,The Campfire Collection: Spine-tingling Tales to Tell in the Dark,Eric B. Martin,3.22,0811824543,9780811824545,en-US,176,50,6,2000-03-01,Chronicle Books
7821,9223,Teaching Classical Ballet,John               White,4.47,081301395X,9780813013954,eng,200,15,1,1996-04-20,University Press of Florida
7822,37651,Holding On to the Air,Suzanne Farrell,4.09,0813025931,9780813025933,eng,352,524,40,2002-09-25,University Press of Florida
7823,43132,Winter Season: A Dancer's Journal,Toni Bentley,3.92,0813027055,9780813027050,en-US,168,425,39,2003-11-10,University Press of Florida
7824,9236,Drat! We're Rats! (Scrambled Legs  #1),Jahnna N. Malcolm,3.69,0970016409,9780970016409,eng,160,41,2,2000-09-01,Starcatcher Press
7825,9245,Battle of the Bunheads (Scrambled Legs  #2),Jahnna N. Malcolm,3.5,0970016417,9780970016416,eng,160,44,3,2000-09-01,Starcatcher Press
7826,9305,No Dress Rehearsal,Marian Keyes,3.29,1902602323,9781902602325,eng,79,780,52,2000-12-01,New Island Books
7827,34296,The Builders,Maeve Binchy,3.97,1902602684,9781902602684,eng,87,664,82,2006-11-01,New Island Books
7828,9337,"How To Meditate: An Anthology Of Talks On Meditation And ""Meditation: The Bridge Is Flowing But The River Is Not""",Frederick P. Lenz,0.0,1932206108,9781932206104,eng,228,0,0,2004-01-01,Frederick P. Lenz Foundation for American Buddhism
7829,9338,Insights: Talks On The Nature Of Existence,Frederick P. Lenz,0.0,1932206086,9781932206081,eng,304,0,0,2003-01-01,Frederick P. Lenz Foundation for American Buddhism
7830,9416,Confessions of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.64,0440241413,9780440241416,eng,368,603675,10079,2003-11-04,Dell Publishing Company
7831,9417,Shopaholic and Sister (Shopaholic  #4),Sophie Kinsella,3.66,044024191X,9780440241911,eng,388,76205,1867,2006-11-28,Dell Publishing Company
7832,9418,Shopaholic Takes Manhattan (Shopaholic  #2),Sophie Kinsella,3.76,0440241812,9780440241812,eng,387,100796,2382,2004-12-27,Dell Publishing Company
7833,9419,Shopaholic Ties the Knot (Shopaholic  #3),Sophie Kinsella,3.78,0440241898,9780440241898,eng,407,94917,2089,2004-08-31,Dell Publishing Company
7834,10964,Outlander (Outlander  #1),Diana Gabaldon,4.23,0440242940,9780440242949,eng,850,673350,34690,2005-07-26,Dell Publishing Company
7835,14194,A Man's Protection,Jayne Castle,3.88,0440151880,9780440151883,eng,186,275,6,1982-12-31,Dell Publishing Company
7836,18431,The Rule of Four,Ian Caldwell,3.23,0440241359,9780440241355,eng,450,25111,1691,2005-06-28,Dell Publishing Company
7837,21722,Faithless (Grant County  #5),Karin Slaughter,4.12,0440242916,9780440242918,en-US,549,21130,708,2006-07-25,Dell Publishing Company
7838,33724,Can You Keep a Secret?,Sophie Kinsella,3.84,0440241901,9780440241904,eng,374,333613,9326,2005-12-27,Dell Publishing Company
7839,34301,Echoes,Maeve Binchy,3.8,0440122090,9780440122098,en-US,496,9434,455,1997-02-10,Dell Publishing Company
7840,43930,Gone for Good,Harlan Coben,4.1,0440236738,9780440236733,eng,432,35722,1844,2003-03-04,Dell Publishing Company
7841,43932,Drop Shot (Myron Bolitar  #2),Harlan Coben,3.94,0440220459,9780440220459,eng,341,20461,981,1996-02-05,Dell Publishing Company
7842,43933,Tell No One,Harlan Coben,4.11,0440236703,9780440236702,eng,370,95220,4017,2009-08-25,Dell Publishing Company
7843,9423,The Secret Dreamworld of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.64,0552998877,9780552998871,eng,320,2214,249,2000-09-14,Transworld Publishers
7844,14107,Death of a Snob (Hamish Macbeth  #6),M.C. Beaton,3.78,0553409689,9780553409680,eng,192,17,1,2000-06-01,Transworld Publishers
7845,34505,A Tourist Guide to Lancre,Terry Pratchett,4.06,0552146080,9780552146081,eng,32,1640,19,1998-05-01,Transworld Publishers
7846,9464,A Guided Tour of 5 Works by Plato: Euthyphro/Apology/Crito/Phaedo/Cave,Christopher Biffle,4.33,1559343567,9781559343565,eng,125,9,1,1995-12-28,Mayfield Publishing Company (NY)
7847,9475,Midnight for Charlie Bone (The Children of the Red King  #1),Jenny Nimmo,3.82,0439474299,9780439474290,eng,401,36853,1725,2003-03-01,Orchard Books
7848,10340,Giraffes Can't Dance,Giles Andreae,4.3,1846162661,9781846162664,eng,32,15,3,2006-06-01,Orchard Books
7849,13660,Jane on Her Own (Catwings  #4),Ursula K. Le Guin,4.17,0439551927,9780439551922,eng,48,1322,87,2006-10-01,Orchard Books
7850,13664,Catwings (Catwings #1),Ursula K. Le Guin,4.09,0439551897,9780439551892,eng,40,6598,600,2003-05-01,Orchard Books
7851,13666,Wonderful Alexander and the Catwings,Ursula K. Le Guin,4.13,053106851X,9780531068519,eng,42,21,1,1994-09-01,Orchard Books
7852,25353,Shutting Out the Sky: Life in the Tenements of New York  1880-1924,Deborah Hopkinson,4.05,0439375908,9780439375900,eng,144,195,37,2003-10-01,Orchard Books
7853,38677,Peter Pan And Wendy,J.M. Barrie,4.08,0439672570,9780439672573,eng,224,141,23,2004-10-01,Orchard Books
7854,9486,Exclusion & Embrace: A Theological Exploration of Identity  Otherness  and Reconciliation,Miroslav Volf,4.27,0687002826,9780687002825,eng,306,1967,131,1996-12-01,Abingdon Press
7855,9491,Experiencing Father's Embrace,Jack Frost,4.33,0768423481,9780768423488,eng,256,545,44,2006-04-01,Destiny Image Incorporated
7856,9493,A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,William Stacy Johnson,4.21,080282966X,9780802829665,en-US,330,44,10,2006-11-01,William B. Eerdmans Publishing Company
7857,29806,The Pilgrim's Regress,C.S. Lewis,3.88,0802806414,9780802806413,eng,219,6276,362,1992-01-10,William B. Eerdmans Publishing Company
7858,33705,Does God Know How to Tie Shoes?,Nancy White Carlstrom,4.2,0802850898,9780802850898,eng,32,0,0,1997-01-31,William B. Eerdmans Publishing Company
7859,9529,The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón,4.26,0753820250,9780753820254,eng,520,6726,1018,2005-10-05,Phoenix Press (UK)
7860,9531,Peter and the Shadow Thieves (Peter and the Starcatchers  #2),Dave Barry,4.16,078683787X,9780786837878,eng,557,32307,1224,2006-07-15,Hyperion Books
7861,28186,The Sea of Monsters (Percy Jackson and the Olympians  #2),Rick Riordan,4.24,0786856866,9780786856862,eng,279,630511,19806,2006-04-01,Hyperion Books
7862,30066,Being Dead Is No Excuse: The Official Southern Ladies Guide to Hosting the Perfect Funeral,Gayden Metcalfe,3.86,1401359345,9781401359348,en-US,243,1741,272,2005-03-16,Hyperion Books
7863,39541,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson,3.97,0786867973,9780786867974,en-US,374,251,18,2001-11-14,Hyperion Books
7864,9532,Ender's Shadow (The Shadow Series  #1),Orson Scott Card,4.31,0765342405,9780765342409,eng,469,133114,4243,2002-05-19,Starscape
7865,24889,Among the Dolls,William Sleator,3.65,0765352397,9780765352392,eng,96,548,84,2006-05-02,Starscape
7866,35228,New Threads in the Pattern: The Great Hunt  Part 2 (Wheel of Time  #2-2),Robert Jordan,4.27,0765348446,9780765348449,eng,464,299,6,2004-01-05,Starscape
7867,37238,In the Land of the Lawn Weenies and Other Warped and Creepy Tales (Weenies series  #1),David Lubar,3.96,0765345706,9780765345707,en-US,256,720,69,2003-06-16,Starscape
7868,37240,Hidden Talents (Talents  #1),David Lubar,3.94,0765357666,9780765357663,eng,240,2378,271,2007-02-06,Starscape
7869,9539,The Shadow Rising (The Wheel of Time  #4),Robert Jordan,4.24,0812513738,9780812513738,eng,1007,148074,2471,1993-10-15,Tom Doherty Tor Fantasy
7870,9542,Cast in Shadow (Chronicles of Elantra  #1),Michelle Sagara,3.79,0373802544,9780373802548,eng,507,14477,868,2005-07-01,Luna
7871,30189,Cast in Courtlight (Chronicles of Elantra  #2),Michelle Sagara,4.11,0373802447,9780373802449,eng,488,8990,294,2006-07-18,Luna
7872,9577,PanAroma: Jitterbug Perfume,Tom Robbins,4.25,3499156717,9783499156717,ger,556,59,4,1985-12-05,Rowohlt Verlag
7873,9582,Ein Platz für Hot Dogs: Another Roadside Attraction,Tom Robbins,3.98,3499154293,9783499154294,ger,376,3,0,1997-06-01,Rowohlt Verlag
7874,9585,Halbschlaf im Froschpyjama,Tom Robbins,3.74,3499224429,9783499224423,ger,459,22,2,1998-11-02,Rowohlt Verlag
7875,9626,The Homecoming,Ray Bradbury,4.08,0060859628,9780060859626,en-US,56,806,98,2006-08-30,Collins Design
7876,9629,Zen in the Art of Writing: Essays on Creativity,Ray Bradbury,4.1,1877741094,9781877741098,en-US,176,909,135,1993-08-01,Joshua Odell Editions
7877,9632,Switch on the Night,Ray Bradbury,4.13,0553112449,9780553112443,en-US,40,198,12,2004-09-14,Dragonfly Books
7878,9633,The Best of Ray Bradbury,Ray Bradbury,4.07,0743474767,9780743474764,eng,162,308,28,2012-06-21,iBooks
7879,13823,Roger Zelazny's To Rule in Amber (The Dawn of Amber  #3),John Gregory Betancourt,3.77,1596871326,9781596871328,eng,310,753,13,2005-10-01,iBooks
7880,16544,The Dungeon 2 (Philip José Farmer's The Dungeon  Omnibus Volume 2: Valley of Thunder/Lake of Fire),Charles de Lint,3.5,0743458532,9780743458535,eng,608,50,0,2003-05-01,iBooks
7881,18710,Murder on the Yellow Brick Road (Toby Peters  #2),Stuart M. Kaminsky,3.63,0743400003,9780743400008,eng,192,454,45,2000-05-01,iBooks
7882,23461,Watchtower (Chronicles of Tornor  #1),Elizabeth A. Lynn,3.57,0743498097,9780743498098,eng,224,646,35,2004-12-01,iBooks
7883,28807,Changeling,Roger Zelazny,3.72,0743458192,9780743458191,eng,244,1815,41,2003-01-28,iBooks
7884,35138,The Hour of the Gate (Spellsinger  #2),Alan Dean Foster,3.84,0743498291,9780743498296,eng,304,30,0,2005-01-01,iBooks
7885,40889,The Languages of Pao,Jack Vance,3.8,0743487141,9780743487146,en-GB,224,894,54,2004-08-01,iBooks
7886,41805,I  Robot: The Illustrated Screenplay,Harlan Ellison,4.03,1596870419,9781596870413,eng,288,26,1,2004-05-01,iBooks
7887,9639,Essays,George Orwell,4.33,0375415033,9780375415036,eng,1369,607,48,2002-10-15,Everyman's Library Classics
7888,9646,Homage to Catalonia,George Orwell,4.14,0156421178,9780156421171,eng,232,30358,1629,1980-10-22,Harcourt  Inc.(Harvest Book)
7889,9696,Dogeaters,Jessica Hagedorn,3.59,1559362154,9781559362153,eng,96,90,8,2002-12-01,Theatre Communications Group
7890,18758,The Last Night of Ballyhoo,Alfred Uhry,3.71,1559361409,9781559361408,en-US,96,259,16,1997-10-01,Theatre Communications Group
7891,22991,Blood Wedding and Yerma,Federico García Lorca,3.84,1559360801,9781559360807,en-US,160,885,32,1994-05-01,Theatre Communications Group
7892,33153,A Tempest,Aimé Césaire,3.56,1559362103,9781559362108,eng,69,1422,76,2002-05-01,Theatre Communications Group
7893,38700,Rabbit Hole,David Lindsay-Abaire,4.06,1559362901,9781559362900,eng,157,6634,185,2006-09-01,Theatre Communications Group
7894,9713,El amor en los tiempos del cólera,Gabriel García Márquez,3.91,9500703203,9789500703208,spa,451,663,46,1992-01-01,Sudamericana
7895,9754,The Art of War,Mao Zedong,4.2,097607267X,9780976072676,eng,328,62,0,2005-04-01,El Paso Norte Press
7896,37807,Caesar's Commentaries: On the Gallic War & On the Civil War,Gaius Julius Caesar,4.12,0976072610,9780976072614,eng,340,424,31,2005-10-01,El Paso Norte Press
7897,9767,The Wild Swans,Peg Kerr,3.67,0446608475,9780446608473,eng,464,352,37,2001-11-01,Aspect
7898,29161,A Magic-Lover's Treasury of the Fantastic,Margaret Weis,3.58,044667284X,9780446672849,en-US,421,132,4,1998-01-01,Aspect
7899,30095,Gloriana,Michael Moorcock,3.65,0446691402,9780446691406,eng,496,1742,64,2004-08-01,Aspect
7900,35159,Chorus Skating (Spellsinger  #8),Alan Dean Foster,3.62,0446362379,9780446362375,en-US,344,477,8,1994-10-01,Aspect
7901,45255,The Reality Dysfunction Part 2: Expansion (Night's Dawn 1),Peter F. Hamilton,4.3,0446605166,9780446605168,eng,572,4092,39,1997-08-01,Aspect
7902,9796,A Walk in the Woods (Stickerific),Walt Disney Company,3.5,0736411038,9780736411035,eng,16,8,0,2001-01-23,Golden/Disney
7903,14118,Disney's Beauty and the Beast (A Little Golden Book),Teddy Slater,4.41,0736421971,9780736421973,eng,24,28824,132,2004-05-11,Golden/Disney
7904,38674,Walt Disney's Peter Pan (A Little Golden Book),Walt Disney Company,4.39,0736402381,9780736402385,eng,24,5661,87,2007-01-23,Golden/Disney
7905,9799,The Fortress of Solitude,Jonathan Lethem,3.88,0571219357,9780571219353,eng,528,16714,1010,2005-01-06,Faber  Faber
7906,11693,The White Castle,Orhan Pamuk,3.46,0571164668,9780571164660,eng,161,6994,431,2000-07-26,Faber  Faber
7907,19243,New Selected Poems 1966-1987,Seamus Heaney,4.19,0571143725,9780571143726,eng,246,356,19,2002-03-04,Faber  Faber
7908,19254,Finders Keepers: Selected Prose  1971-2001,Seamus Heaney,4.15,0571210910,9780571210916,en-GB,432,16,0,2003-04-07,Faber  Faber
7909,19259,Electric Light,Seamus Heaney,3.94,0571207987,9780571207985,en-GB,81,30,2,2001-03-19,Faber  Faber
7910,19485,The Book of Illusions,Paul Auster,3.85,0571212182,9780571212187,eng,336,486,57,2003-09-04,Faber  Faber
7911,23045,Intimacy And Other Stories,Hanif Kureishi,3.58,057121200X,9780571212002,eng,205,46,3,2001-07-09,Faber  Faber
7912,23046,The Buddha of Suburbia,Hanif Kureishi,3.73,0571200435,9780571200436,en-US,284,384,25,2000-04-05,Faber  Faber
7913,28634,Immortality,Milan Kundera,4.14,057114456X,9780571144563,eng,400,21769,803,1998-01-03,Faber  Faber
7914,28920,A Pale View of Hills,Kazuo Ishiguro,3.74,0571225373,9780571225378,eng,183,12858,1036,2005-03-03,Faber  Faber
7915,28922,An Artist of the Floating World,Kazuo Ishiguro,3.76,0571225365,9780571225361,eng,206,15416,1152,2005-03-03,Faber  Faber
7916,29898,The Wars,Timothy Findley,3.88,0571207995,9780571207992,eng,218,6467,245,2001-08-20,Faber  Faber
7917,9802,Fortress of Solitude / The Devil Genghis,Kenneth Robeson,3.99,1932806490,9781932806496,eng,128,95,11,2006-12-01,Nostalgia Ventures
7918,9816,The View From Castle Rock,Alice Munro,3.68,0771065264,9780771065262,eng,368,53,12,2008-11-19,McClelland and Stewart
7919,9826,Oh Rats! The Story of Rats and People,Albert Marrin,3.77,0525477624,9780525477624,eng,48,432,90,2006-08-17,Dutton Books for Young Readers
7920,27579,Boy  Were  We Wrong About Dinosaurs!,Kathleen V. Kudlinski,3.93,0525469788,9780525469780,en-US,32,254,73,2005-09-22,Dutton Books for Young Readers
7921,9840,Jasmine and Stars: Reading More Than Lolita in Tehran,Fatemeh Keshavarz,3.63,0807831093,9780807831090,en-US,174,258,46,2007-03-05,University of South Carolina Press
7922,23310,Allusions in Ulysses: An Annotated List,Weldon Thornton,4.04,0807840890,9780807840894,eng,563,22,2,1982-09-20,University of South Carolina Press
7923,25025,The Scotch-Irish: A Social History,James Graham Leyburn,3.97,0807842591,9780807842591,eng,377,210,25,1989-08-30,University of South Carolina Press
7924,9862,Tan fuerte  tan cerca,Jonathan Safran Foer,3.98,8426415164,9788426415165,eng,457,47,1,2005-09-30,Lumen
7925,9863,The Wizard of Oz,Salman Rushdie,4.0,0851703003,9780851703008,eng,69,749,54,1992-05-27,British Film Institute
7926,23811,The Silence of the Lambs,Yvonne Tasker,4.27,0851708714,9780851708713,eng,96,510,14,2002-03-29,British Film Institute
7927,23952,Trainspotting,Murray Smith,4.03,0851708706,9780851708706,eng,96,75,5,2002-03-29,British Film Institute
7928,28408,Taxi Driver,Amy Taubin,3.93,0851703933,9780851703930,en-US,79,130,17,2000-03-28,British Film Institute
7929,39660,The Shawshank Redemption,Mark Kermode,4.43,0851709680,9780851709680,eng,96,725,42,2003-08-26,British Film Institute
7930,9897,Jesus' Son,Denis Johnson,4.09,041377242X,9780413772428,eng,192,321,30,2007-01-23,Methuen Publishing
7931,12120,Three Plays,Luigi Pirandello,3.74,0413575608,9780413575609,eng,200,7,0,1985-06-01,Methuen Publishing
7932,12457,Boys' Life & Search and Destroy,Howard Korder,3.76,0413712001,9780413712004,en-GB,160,17,0,2006-12-01,Methuen Publishing
7933,9921,The Southern Haunting of Truman Capote,James C.    Simmons,3.9,1581821360,9781581821369,eng,135,29,3,2000-10-01,Cumberland House Publishing
7934,24636,From Glencoe to Stirling: Rob Roy  the Highlanders & Scotlands Chivalric Age (Tales of a Scottish Grandfather 3),Walter Scott,3.7,1581821298,9781581821291,eng,288,12,1,2000-10-20,Cumberland House Publishing
7935,9929,From Babylon to Timbuktu: A History of the Ancient Black Races Including the Black Hebrews,Rudolph R. Windsor,4.31,0962088110,9780962088117,eng,151,406,30,2006-08-25,Windsor Golden Series
7936,9974,Gertrud The Great Of Helfta: Spiritual Exercises,Gertrude the Great,3.43,0879074493,9780879074494,eng,165,7,1,1989-11-01,Cistercian Publications
7937,9987,Naokos Lächeln,Haruki Murakami,4.03,3442730503,9783442730506,ger,416,1254,63,2003-02-01,btb
7938,10006,Oracle Night,Paul Auster,3.78,0965913228,9780965913225,eng,245,9941,462,2003-12-02,Henry Holt
7939,10008,Eleanor Rigby,Douglas Coupland,3.65,1582346437,9781582346434,eng,272,8517,372,2006-05-30,Bloomsbury
7940,23859,Soldiers of Salamis,Javier Cercas,3.81,1582344728,9781582344720,eng,213,429,71,2005-01-10,Bloomsbury
7941,29043,Paris: The Secret History,Andrew Hussey,3.81,1596913231,9781596913233,eng,485,657,87,2006-11-28,Bloomsbury
7942,10013,Erläuterungen Zu Max Frisch  Homo Faber,Bernd Matzkowski,3.6,3804417833,9783804417830,ger,104,4,0,2002-05-11,C. Bange
7943,10023,Homo faber: Ein Bericht.,Max Frisch,3.74,3458340440,9783458340447,ger,298,37,5,1995-01-01,Insel
7944,10040,Die Entdeckung der Langsamkeit,Sten Nadolny,3.95,3492207006,9783492207003,ger,358,1806,27,1999-03-28,Piper Verlag
7945,10061,Flags of Our Fathers: A Young People's Edition,Michael R. French,4.17,0440229200,9780440229209,eng,224,255,28,2006-08-01,Laurel Leaf Library
7946,12725,Sing Down the Moon,Scott O'Dell,3.74,0440979757,9780440979753,eng,124,6548,356,1997-03-26,Laurel Leaf Library
7947,17643,Before We Were Free,Julia Alvarez,3.87,044023784X,9780440237846,en-US,192,4950,837,2004-04-13,Laurel Leaf Library
7948,18119,The Subtle Knife (His Dark Materials  #2),Philip Pullman,4.13,0440238145,9780440238140,en-US,288,4750,337,2003-09-09,Laurel Leaf Library
7949,19474,Teen Angst? Naaah...,Ned Vizzini,3.9,044023767X,9780440237679,eng,279,3146,270,2002-08-13,Laurel Leaf Library
7950,21187,For All Time (Time Travelers  #4),Caroline B. Cooney,3.9,0440229316,9780440229315,eng,261,1618,65,2003-07-08,Laurel Leaf Library
7951,30331,In the Forests of the Night,Amelia Atwater-Rhodes,3.87,0440228166,9780440228165,eng,147,13452,508,2000-02-02,Laurel Leaf Library
7952,30337,Midnight Predator,Amelia Atwater-Rhodes,4.02,0440237971,9780440237976,eng,256,8039,177,2003-12-09,Laurel Leaf Library
7953,37612,Monsoon Summer,Mitali Perkins,3.82,0440238404,9780440238409,eng,257,588,107,2006-04-11,Laurel Leaf Library
7954,10075,Clockwork (Cover to Cover),Philip Pullman,3.87,185549695X,9781855496958,eng,0,24,1,2002-07-29,BBC Audiobooks
7955,15369,The Lord of the Rings,J.R.R. Tolkien,4.5,0563494859,9780563494850,eng,15,2,0,2003-10-06,BBC Audiobooks
7956,16329,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie,3.79,1572705477,9781572705470,eng,6,12256,393,2006-09-08,BBC Audiobooks
7957,16357,Hercule Poirot's Christmas: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie,3.94,0563535113,9780563535119,eng,2,52,8,2001-11-05,BBC Audiobooks
7958,16414,Joy in the Morning,P.G. Wodehouse,4.34,0563557354,9780563557357,eng,2,49,7,1998-04-06,BBC Audiobooks
7959,31218,The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play  #5),Douglas Adams,4.37,0563504072,9780563504078,eng,3,61,1,2005-06-20,BBC Audiobooks
7960,44231,The Silver Pigs,Lindsey Davis,3.94,056352569X,9780563525691,eng,2,5,0,2005-02-07,BBC Audiobooks
7961,45572,Fantastic Mr. Fox (Cover to Cover),Roald Dahl,4.05,1855495090,9781855495098,eng,90,7,0,1995-09-15,BBC Audiobooks
7962,10080,Mary Queen of Scots and the Murder of Lord Darnley,Alison Weir,4.04,0712664564,9780712664561,eng,640,4947,119,2004-02-05,Pimlico
7963,29367,The Fourth Crusade: And the Sack of Constantinople,Jonathan Phillips,4.04,1844130800,9781844130801,eng,416,25,6,2005-04-07,Pimlico
7964,38012,Mansion On The Hill: Dylan Young Geffen Springsteen and the Head-on-Collision of Rock and Commerce,Fred Goodman,3.91,0712645624,9780712645621,eng,448,2,0,2003-07-03,Pimlico
7965,10083,On the Trail of Mary  Queen of Scots,J. Keith Cheetham,3.25,0946487502,9780946487509,eng,192,12,1,1999-06-01,Luath Press Ltd
7966,10084,River of Blue Fire (Otherland  #2),Tad Williams,4.02,0886778441,9780886778446,eng,675,13383,235,1999-09-01,Daw Books
7967,10090,Mountain of Black Glass (Otherland  #3),Tad Williams,4.05,0886779065,9780886779061,eng,749,13265,163,2000-09-12,Daw Books
7968,13986,Arrows of the Queen (Heralds of Valdemar  #1),Mercedes Lackey,4.14,0886773784,9780886773786,eng,320,31058,927,1987-03-03,Daw Books
7969,13990,Storm Warning (Valdemar: Mage Storms #1),Mercedes Lackey,4.03,0886776619,9780886776619,eng,428,11193,123,1995-09-01,Daw Books
7970,13996,Alta (Dragon Jousters  #2),Mercedes Lackey,4.03,0756402573,9780756402570,en-US,434,7060,113,2005-03-01,Daw Books
7971,13997,The Serpent's Shadow (Elemental Masters  #1),Mercedes Lackey,3.99,0756400619,9780756400613,en-US,394,8768,306,2002-03-05,Daw Books
7972,14002,Sword of Ice and Other Tales of Valdemar (Tales of Valdemar #1),Mercedes Lackey,3.85,0886777208,9780886777203,eng,350,3869,50,1997-01-01,Daw Books
7973,14014,Arrow's Fall (Heralds of Valdemar  #3),Mercedes Lackey,4.19,0886774004,9780886774004,eng,319,19520,330,1988-01-05,Daw Books
7974,14812,The Sword of Angels (The Bronze Knight  #3),John Marco,3.9,075640360X,9780756403607,en-US,980,827,23,2006-07-01,Daw Books
7975,28687,Shadowplay (Shadowmarch  #2),Tad Williams,3.9,0756403588,9780756403584,eng,656,6061,174,2007-03-06,Daw Books
7976,28689,Stone of Farewell (Memory  Sorrow  and Thorn  #2),Tad Williams,4.09,0756402972,9780756402976,eng,608,37694,414,2005-04-01,Daw Books
7977,28725,Exile's Honor (Heralds of Valdemar  #6),Mercedes Lackey,4.2,0756401135,9780756401139,en-US,431,10429,158,2003-10-07,Daw Books
7978,36159,Black Sun Rising (The Coldfire Trilogy  #1),C.S. Friedman,3.93,0756403146,9780756403140,en-US,496,15607,487,2005-09-06,Daw Books
